TermID	Term	Enrichment	logP	Genes in Term	Target Genes in Term	Fraction of Targets in Term	Total Target Genes	Total Genes	Entrez Gene IDs	Gene Symbols
3.10.100.10	-	0.00813991088877094	-4.81097604635305	132	4	0.0563380281690141	71	11807	16643,27007,17059,50928	Klrd1,Klrk1,Klrb1c,Klrg1
3.90.80.10	-	0.0119911093088315	-4.42358979472017	2	1	0.0140845070422535	71	11807	67895	Ppa1
2.60.40.1450	-	0.0119911093088315	-4.42358979472017	2	1	0.0140845070422535	71	11807	19664	Rbpj
3.40.50.300	-	0.0134173302084885	-4.31120810847531	747	10	0.140845070422535	71	11807	229900,26905,216344,231932,276950,11843,100702,75423,107526,72065	Gbp7,Eif2s3x,Rab21,Gimap7,Slfn8,Arf4,Gbp6,Arl5a,Gimap4,Rap2c
3.30.780.10	-	0.0179333906511046	-4.02109090432937	3	1	0.0140845070422535	71	11807	68969	Eif1b
3.30.1490.140	-	0.0179333906511046	-4.02109090432937	3	1	0.0140845070422535	71	11807	11804	Aplp2
3.90.570.10	-	0.0179333906511046	-4.02109090432937	3	1	0.0140845070422535	71	11807	11804	Aplp2
1.20.1160.11	-	0.0179333906511046	-4.02109090432937	3	1	0.0140845070422535	71	11807	20467	Sin3b
1.10.472.10	-	0.0218016572968969	-3.82576928928324	38	2	0.028169014084507	71	11807	12444,19651	Ccnd2,Rbl2
1.10.565.10	-	0.0349642258542909	-3.35342985866083	49	2	0.028169014084507	71	11807	19883,14815	Rora,Nr3c1
3.30.50.10	-	0.0460241226422791	-3.0785896146785	57	2	0.028169014084507	71	11807	19883,14815	Rora,Nr3c1
2.30.29.40	-	0.0471203165626889	-3.05505102143792	8	1	0.0140845070422535	71	11807	17101	Lyst
3.90.520.10	-	0.0471203165626889	-3.05505102143792	8	1	0.0140845070422535	71	11807	17127	Smad3
1.10.1540.10	-	0.05285423109115	-2.94021751138128	9	1	0.0140845070422535	71	11807	17101	Lyst
3.90.230.10	-	0.05285423109115	-2.94021751138128	9	1	0.0140845070422535	71	11807	18813	Pa2g4
3.90.810.10	-	0.0585541251056337	-2.83780373701143	10	1	0.0140845070422535	71	11807	22376	Was
1.20.1270.10	-	0.0698526463875854	-2.66136730727408	12	1	0.0140845070422535	71	11807	14828	Hspa5
2.60.34.10	-	0.0698526463875854	-2.66136730727408	12	1	0.0140845070422535	71	11807	14828	Hspa5
3.90.550.10	-	0.0853106050196866	-2.46145650607301	81	2	0.028169014084507	71	11807	27357,269941	Gyg,Chsy1
2.60.200.10	-	0.0865502119146321	-2.44703054889807	15	1	0.0140845070422535	71	11807	17127	Smad3
4.10.410.10	-	0.113725150848879	-2.17397069909143	20	1	0.0140845070422535	71	11807	11804	Aplp2
3.20.20.100	-	0.119063703005619	-2.12809660972796	21	1	0.0140845070422535	71	11807	67861	Akr1b10
1.10.196.10	-	0.119063703005619	-2.12809660972796	21	1	0.0140845070422535	71	11807	50778	Rgs1
3.30.565.10	-	0.124370548165807	-2.08448987778574	22	1	0.0140845070422535	71	11807	22027	Hsp90b1
4.10.280.10	-	0.129382684910602	-2.04498071645144	104	2	0.028169014084507	71	11807	20893,15902	Bhlhe40,Id2
3.30.505.10	-	0.137514419962284	-1.98402649492127	108	2	0.028169014084507	71	11807	16452,20491	Jak2,Sla
3.40.50.10140	-	0.140102692748879	-1.96537960563202	25	1	0.0140845070422535	71	11807	16182	Il18r1
1.20.1270.60	-	0.165705911147324	-1.79754068139398	30	1	0.0140845070422535	71	11807	72183	Snx6
3.40.1110.10	-	0.175735430642782	-1.73877564991946	32	1	0.0140845070422535	71	11807	50769	Atp8a2
2.70.150.10	-	0.180705518490719	-1.71088654233329	33	1	0.0140845070422535	71	11807	50769	Atp8a2
2.60.40.150	-	0.214607629854762	-1.53894389557431	144	2	0.028169014084507	71	11807	107568,17999	Wwp1,Nedd4
2.60.120.40	-	0.256323720692231	-1.36131409939823	49	1	0.0140845070422535	71	11807	22035	Tnfsf10
3.30.1520.10	-	0.260814366701888	-1.34394636339976	50	1	0.0140845070422535	71	11807	72183	Snx6
1.10.287.110	-	0.260814366701888	-1.34394636339976	50	1	0.0140845070422535	71	11807	67838	Dnajb11
3.40.50.1000	-	0.312660882962552	-1.16263611680268	62	1	0.0140845070422535	71	11807	50769	Atp8a2
1.10.10.10	-	0.34794662748733	-1.05570618025922	204	2	0.028169014084507	71	11807	18813,20371	Pa2g4,Foxp3
3.40.50.410	-	0.349176881593653	-1.05217666112106	71	1	0.0140845070422535	71	11807	16414	Itgb2
2.10.110.10	-	0.353114206181179	-1.04096374411517	72	1	0.0140845070422535	71	11807	107321	Lpxn
1.10.20.10	-	0.360918534320892	-1.01910301281695	74	1	0.0140845070422535	71	11807	74007	Btbd11
2.60.40.10	-	0.380557022090586	-0.966119251960762	673	5	0.0704225352112676	71	11807	75345,16162,16182,225825,19664	Slamf7,Il12rb2,Il18r1,Cd226,Rbpj
1.20.1250.10	-	0.387509646240489	-0.948014536974731	81	1	0.0140845070422535	71	11807	16189	Il4
1.25.40.20	-	0.397637260007656	-0.922215096297543	227	2	0.028169014084507	71	11807	74007,18035	Btbd11,Nfkbia
3.90.190.10	-	0.409431612455184	-0.892985392186935	87	1	0.0140845070422535	71	11807	19244	Ptp4a2
3.40.30.10	-	0.537049054178111	-0.621665840082708	127	1	0.0140845070422535	71	11807	14827	Pdia3
2.130.10.10	-	0.599340775585624	-0.511924935144681	333	2	0.028169014084507	71	11807	17101,107684	Lyst,Coro2a
1.20.1070.10	-	0.631753062989082	-0.459256684305987	1592	9	0.126760563380282	71	11807	14744,14062,19219,12769,12774,70086,80901,67168,12772	Gpr65,F2r,Ptger4,Ccr9,Ccr5,Cysltr2,Cxcr6,Lpar6,Ccr2
3.30.160.60	-	0.652754681401959	-0.426553899614048	553	3	0.0422535211267606	71	11807	22779,22780,20371	Ikzf2,Ikzf3,Foxp3
2.30.29.30	-	0.654088491026375	-0.424512629298377	368	2	0.028169014084507	71	11807	75292,22376	Prkd3,Was
1.25.10.10	-	0.719690625112127	-0.328933846658364	209	1	0.0140845070422535	71	11807	101861	Ints4
3.30.710.10	-	0.72311223247458	-0.324190837232133	211	1	0.0140845070422535	71	11807	74007	Btbd11
3.30.70.330	-	0.765465735324663	-0.267270826055821	238	1	0.0140845070422535	71	11807	74778	Rrp7a
3.30.40.10	-	0.926517599352854	-0.0763222379132781	425	1	0.0140845070422535	71	11807	68501	Nsmce2
2.60.200.20	-	0.999999999961331	-3.86690990579011e-11	33	0	0	71	11807
3.30.465.10	-	0.999999999967436	-3.25637917477875e-11	10	0	0	71	11807
2.60.40.1120	-	0.999999999967436	-3.25637917477875e-11	10	0	0	71	11807
2.30.30.190	-	0.999999999967436	-3.25637917477875e-11	10	0	0	71	11807
3.40.50.880	-	0.999999999967436	-3.25637917477875e-11	10	0	0	71	11807
1.10.1040.10	-	0.999999999967436	-3.25637917477875e-11	10	0	0	71	11807
2.60.40.690	-	0.999999999967436	-3.25637917477875e-11	10	0	0	71	11807
1.20.1510.10	-	0.999999999967436	-3.25637917477875e-11	10	0	0	71	11807
1.20.930.10	-	0.999999999967436	-3.25637917477875e-11	10	0	0	71	11807
3.40.800.20	-	0.999999999967436	-3.25637917477875e-11	10	0	0	71	11807
3.10.320.10	-	0.999999999967436	-3.25637917477875e-11	10	0	0	71	11807
2.60.40.340	-	0.999999999967436	-3.25637917477875e-11	10	0	0	71	11807
2.40.70.10	-	0.999999999967436	-3.25637917477875e-11	10	0	0	71	11807
2.40.155.10	-	0.999999999967436	-3.25637917477875e-11	10	0	0	71	11807
3.30.1370.50	-	0.999999999967436	-3.25637917477875e-11	10	0	0	71	11807
3.30.750.24	-	0.999999999967436	-3.25637917477875e-11	10	0	0	71	11807
3.30.260.10	-	0.999999999967436	-3.25637917477875e-11	10	0	0	71	11807
3.40.630.30	-	0.999999999968346	-3.16538314497292e-11	44	0	0	71	11807
3.20.20.70	-	0.999999999968346	-3.16538314497292e-11	44	0	0	71	11807
1.10.533.10	-	0.999999999970795	-2.92051335116809e-11	82	0	0	71	11807
1.25.40.10	-	0.999999999972336	-2.76640025048538e-11	189	0	0	71	11807
1.10.630.10	-	0.999999999972458	-2.75417215649418e-11	98	0	0	71	11807
4.10.60.10	-	0.999999999972693	-2.7307523976983e-11	21	0	0	71	11807
3.40.525.10	-	0.999999999972693	-2.7307523976983e-11	21	0	0	71	11807
1.10.2000.10	-	0.999999999972693	-2.7307523976983e-11	21	0	0	71	11807
3.60.15.10	-	0.999999999972693	-2.7307523976983e-11	21	0	0	71	11807
1.10.1300.10	-	0.999999999972693	-2.7307523976983e-11	21	0	0	71	11807
3.40.605.10	-	0.999999999972693	-2.7307523976983e-11	21	0	0	71	11807
3.40.309.10	-	0.999999999972693	-2.7307523976983e-11	21	0	0	71	11807
3.10.250.10	-	0.999999999972993	-2.70072776396256e-11	29	0	0	71	11807
3.30.500.10	-	0.999999999974728	-2.52719051935075e-11	49	0	0	71	11807
2.120.10.80	-	0.999999999976692	-2.33080760343853e-11	50	0	0	71	11807
1.10.30.10	-	0.999999999976692	-2.33080760343853e-11	50	0	0	71	11807
3.40.50.1440	-	0.99999999997779	-2.22096183891772e-11	20	0	0	71	11807
3.30.70.1230	-	0.99999999997779	-2.22096183891772e-11	20	0	0	71	11807
3.60.40.10	-	0.99999999997779	-2.22096183891772e-11	20	0	0	71	11807
2.130.10.30	-	0.99999999997779	-2.22096183891772e-11	20	0	0	71	11807
4.10.75.10	-	0.99999999997779	-2.22096183891772e-11	20	0	0	71	11807
3.90.226.10	-	0.99999999997779	-2.22096183891772e-11	20	0	0	71	11807
2.60.60.20	-	0.99999999997779	-2.22096183891772e-11	20	0	0	71	11807
4.10.530.10	-	0.999999999979196	-2.08037444584145e-11	22	0	0	71	11807
3.30.230.10	-	0.999999999979196	-2.08037444584145e-11	22	0	0	71	11807
3.80.30.20	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
1.20.1480.20	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
1.20.5.630	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
2.10.230.10	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
3.30.1490.100	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
1.20.5.30	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
1.10.220.60	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
2.170.16.10	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
2.40.30.110	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
1.10.275.10	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
1.10.135.10	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
2.60.40.840	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
3.20.20.120	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
1.10.1450.10	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
2.40.37.10	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
1.10.10.440	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
1.10.800.10	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
1.10.340.30	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
3.90.280.10	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
3.90.370.10	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
3.30.1600.10	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
3.30.559.10	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
3.40.50.10410	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
3.40.80.10	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
1.20.120.180	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
3.40.50.261	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
3.40.1280.10	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
3.30.1330.10	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
2.60.120.310	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
1.10.12.10	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
1.10.287.160	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
3.90.1140.10	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
3.40.710.10	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
1.20.5.120	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
3.30.210.10	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
4.10.10.10	-	0.999999999979461	-2.05390503259349e-11	4	0	0	71	11807
